2,100,7,100,3,"['01', '10']",1.0,"[0.2, 0.8]"
0.0,0.24646464646464647,0.47434343434343434
0.0,0.25252525252525254,0.49595959595959593
0.0,1.0,1.0
0.0,1.0,1.0
0.99,0.99,0.99
0.0,0.24787878787878787,0.4807070707070707
0.0,0.251010101010101,0.4904040404040404
0.0,1.0,1.0
0.0,1.0,1.0
0.99,0.99,0.99
0.0,0.24717171717171715,0.47752525252525252
0.0,0.25176767676767675,0.49318181818181817
0.0,1.0,1.0
0.0,1.0,1.0
0.98999999999999999,0.98999999999999999,0.98999999999999999
0.0,0.00070707070707069775,0.0031818181818181746
0.0,0.00075757575757576245,0.0027777777777777679
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
