2,100,7,100,4,"['01', '10']",0.5,"[0.2, 0.8]"
0.0,0.08011310084825636,0.17288528389339514,0.25075790385448243
0.0,0.0799784569812845,0.17079953650057939,0.24545257687310523
0.0,0.99,1.0,1.0
0.0,1.0,1.0,1.0
0.4951,0.7427,0.863,0.9236
0.0,0.08420910805712746,0.19280175905566485,0.2744397531666125
0.0,0.07989760172460253,0.16132392084249508,0.23524953989390496
0.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0
0.4902,0.7422,0.8641,0.9237
0.0,0.08216110445269191,0.18284352147452998,0.2625988285105475
0.0,0.079938029352943515,0.16606172867153723,0.2403510583835051
0.0,0.995,1.0,1.0
0.0,1.0,1.0,1.0
0.49265000000000003,0.74245000000000005,0.86355000000000004,0.92364999999999997
0.0,0.0020480036044355499,0.0099582375811348572,0.011840924656065038
0.0,4.042762834098601e-05,0.004737807829042151,0.0051015184896001375
0.0,0.0050000000000000044,0.0,0.0
0.0,0.0,0.0,0.0
0.00244999999999998,0.00025000000000002798,0.00054999999999999494,4.9999999999994493e-05
