2,100,7,100,1,"['01', '10']",0.1,"[0.2, 0.8]"
0.0
0.0
0.0
0.0
0.1004
0.0
0.0
0.0
0.0
0.0959
0.0
0.0
0.0
0.0
0.098150000000000001
0.0
0.0
0.0
0.0
0.002250000000000002
